id,대분류,목적,방법,맥락,기술,결론,제목,출처,발행일,url,표,근거
"644","사업·브랜드","성장","사업 전략, 리브랜딩","로컬, 글로벌","","당근은 로컬에 집중해 이웃을 연결하는 회사로 차근차근 성장했고 이제 글로벌 시장에 도전한다","당근이 지역에 진심인 이유 | 당근 CEO 인터뷰","당근","2023-09-25","https://careers.daangn.com/blog/post/당근-ceo-대표-인터뷰-비전-기업문화/","사업·브랜드 3","당근은 ‘로컬’에 굉장히 집중하는 회사예요."
"647","제품·서비스 기획","사용성","화면·흐름 설계, VOC 분석","신규 출시, 커뮤니티","","사용자 의견을 반영해 글쓰기·거래 희망장소·재난문자 알림·용달 견적 등 7가지 기능을 새로 선보였다.","당근의 새로운 기능을 확인하세요!","당근","2023-09-15","https://careers.daangn.com/blog/post/당근-기능-개선-업데이트-새소식-2023-상반기/","제품·서비스 기획 3","이런 사용자의 문제를 해결하기 위해, 당근에서 바로 용달을 신청할 수 있는 서비스를 전국 오픈했어요."
"652","협업·프로세스","효율화","애자일, 회고","커머스, 콘텐츠","","라이브 스쿼드는 애자일 이벤트를 상황에 맞게 유연하게 운영하며 원활한 협업으로 라이브관을 만들어 간다","우리 애자일 해볼까? (with 라이브스쿼드)","올리브영","2023-08-30","https://oliveyoung.tech/2022-12-24/live-squard-with-agile/","협업·프로세스 3","저희 스쿼드는 업무 수행의 효율성과 협업의 원활함을 위해 가능한 범위 내에서 애자일 방법론을 적극적으로 활용하고 있습니다."
"653","사업·브랜드","성장","리브랜딩","커뮤니티, 로컬","","당근마켓이 당근으로 리브랜딩하며 지역 생활 커뮤니티라는 정체성을 로고·컬러·필름으로 선명히 했다","혹시...? 네, ‘당근’입니다! 🥕","당근","2023-08-28","https://careers.daangn.com/blog/post/당근-리브랜딩-서비스명-로고-리뉴얼/","사업·브랜드 3","2023년 여름, ‘당근마켓’이 ‘당근’으로 새롭게 거듭납니다."
"654","제품·서비스 기획","성장","로드맵, 문제 정의","사내 업무","","데이터 가치화 팀은 분기 OKR 대신 팀 전체가 2주간 문제를 정의해 3년 로드맵을 만들었다","3일 동안 3년 내다보기","당근","2023-08-14","https://careers.daangn.com/blog/post/3일-동안-3년-내다보기/","제품·서비스 기획 2, 협업·프로세스 1","그렇게 데이터 가치화 팀은 2023년 2분기 OKR을 정하는 대신 다 같이 모여 팀의 비전과 이에 따른 3년 로드맵을 만들기로 했습니다."
"655","협업·프로세스","성장","지표 설계, 가설 검증","로컬, 사내 업무","","당근알바팀은 서비스·팀 단계에 맞춰 OKR 활용 방식을 유연하게 바꾸며 빠르게 성장했다","당근알바 성장 비결을 공개합니다","당근","2023-08-11","https://careers.daangn.com/blog/post/당근알바-성장-비결-okr-pmf/","협업·프로세스 3","그에 따라 알바팀은 OKR이라는 방법론을 두고서도 유연하게 생각하기로 인정하고 합의했습니다."
"661","협업·프로세스","효율화","회고","사내 업무","","과도한 회의와 야근 문제를 계기로 마케팅 팀이 일하는 문화를 함께 돌아보며 신뢰와 협업의 그라운드 룰을 확인했다","1년차 당근 마케터의 일의 기쁨과 슬픔","당근","2023-07-13","https://careers.daangn.com/blog/post/당근마켓-마케팅-조직문화-회고/","협업·프로세스 3","하나둘 문제 상황의 원인을 따라가다 보니 “우리는 맞는 방향으로 가고 있는 걸까요?”라는 큰 물음에 마주하게 됐고, 우리의 일하는 문화에 대해 이야기해보자는 공감대가 생겨났다."
"666","협업·프로세스","효율화","문서화, 조직 설계","사내 업무","","직군 간 좋은 협업에는 근거 있는 일정 산정, 문서화, 심리적 안정감이 필요하다","당근 개발자, 디자이너, PM 이렇게 협업합니다","당근","2023-05-30","https://careers.daangn.com/blog/post/당근마켓-it-개발-협업-pm-개발자-디자이너/","협업·프로세스 3","따라서 처음부터 일정을 잡을 때 각 업무의 전문가로서 어떤 일이 왜, 얼마의 기간이 필요한지 스스로 생각하고 설득하는 과정이 반드시 필요합니다."
"667","제품·서비스 기획","효율화","해커톤, 업무 자동화","사내 업무, 온보딩","","흩어진 사내 용어집을 모아 슬랙 사전봇으로 만들어 전사 공식 용어집으로 자리 잡았다","개발자가 업무 외에 회사에 기여할 수 있는 방법(feat. 척척박사 봇, 카카오페이 용어집) | 카카오페이 기술 블로그","카카오페이","2023-05-24","https://tech.kakaopay.com/post/dictionary-bot/","제품·서비스 기획 2, 협업·프로세스 1","저희는 “2022 카카오페이 카페톤”(이하 카페톤)을 계기로 카카오페이 내에 산재되어 있던 용어집을 통일하여, 사용자가 접근하기 쉬운 슬랙봇 형태로 개발했습니다."
"668","AI 활용","효율화","업무 자동화, 데이터 분석","사내 업무","LLM","생성형 AI가 데이터 추출·분석 업무를 자동화하며 데이터 사이언스의 업무 방식을 크게 바꿀 것이다","생성형 AI와 데이터 사이언스의 미래","네이버 DNA","2023-05-20","https://medium.com/naver-dna-tech-blog/%EC%83%9D%EC%84%B1%ED%98%95-ai%EC%99%80-%EB%8D%B0%EC%9D%B4%ED%84%B0-%EC%82%AC%EC%9D%B4%EC%96%B8%EC%8A%A4%EC%9D%98-%EB%AF%B8%EB%9E%98-672b659e0a10","AI 활용 3","지금까지 AI가 어떻게 데이터 사이언스 업무를 바꿀지 생각해 보았다."
"681","데이터·실험","효율화","유저 세그먼트, 데이터 분석","금융, 사내 업무","","CXM은 고객 데이터 분석부터 세그먼트 생성·활용·성과 분석까지 한 곳에서 관리하는 사내 고객분석 플랫폼이다","카카오페이의 고객분석 플랫폼 CXM 소개 | 카카오페이 기술 블로그","카카오페이","2023-01-30","https://tech.kakaopay.com/post/bella-cmx-platform-segmentation/","데이터·실험 3","즉, CXM 플랫폼은 고객 데이터를 중점적으로 다루어 고객 세그먼트를 발굴하고 관련 데이터를 제공하는 시스템입니다."
"684","품질·위험 관리","품질","AI 평가, 지표 설계","검색","LLM","LLM 기반 대화형 검색은 답변의 신뢰성 요구가 커져 품질 평가 방식을 새로 설계해야 한다","ChatGPT와 검색의 미래","네이버 DNA","2023-01-26","https://medium.com/naver-dna-tech-blog/chatgpt%EC%99%80-%EA%B2%80%EC%83%89%EC%9D%98-%EB%AF%B8%EB%9E%98-60dd438cee64","품질·위험 관리 3","따라서 대화형 검색 서비스에 있어서는 출시 전 오프라인 평가가 기존 검색엔진 대비 훨씬 중요해 보입니다."
"687","협업·프로세스","성장","조직 설계, 디자인 시스템","채용","","당근 프로덕트 디자이너는 목적조직 안에서 투명한 정보 공유와 빠른 실험 문화로 사용자 문제 해결에 몰입한다","당근 프로덕트 디자이너를 소개합니다!","당근","2023-01-02","https://careers.daangn.com/blog/post/당근마켓-프로덕트-디자이너-채용-당프소/","협업·프로세스 2, 제외 1","당근마켓은 목적조직으로 짜여 있어요."
"689","협업·프로세스","성장","교육, 데이터 분석","커머스, 광고","","커머스마케팅팀이 세일 성과 분석 역량을 키우려고 GA·앱스플라이어 실습 문제로 자체 시험을 치렀다.","퍼포먼스 마케팅 수학능력시험","올리브영","2022-12-16","https://oliveyoung.tech/2022-12-16/performance-marketing/","협업·프로세스 2, 데이터·실험 1","얼마전에는 팀원들의 역량 향상을 위해 자체적으로 시험을 보셨다고 하는데요."
"704","협업·프로세스","효율화","애자일","사내 업무","","플래닝 포커로 스프린트 일정을 함께 산정하니 동료의 경험과 지식이 공유되어 일정이 명확해졌다","플래닝 포커(Planning Poker)","올리브영","2022-12-07","https://oliveyoung.tech/2022-12-07/planning-poker/","협업·프로세스 3","그러한 영향들을 최소화하고 합리적인 토론을 통해 정확한 일정 산출을 하는 것이 플래닝 포커의 목적입니다."
"709","사용자 이해·경험","접근성","교육, 리스크 관리","금융, 모바일","","접근성은 소수가 아닌 모든 사용자를 위한 필수 가치이며 웹 표준 준수로 쉽게 시작할 수 있다","모두를 위한 접근성 이야기 | 카카오페이 기술 블로그","카카오페이","2022-11-17","https://tech.kakaopay.com/post/accessibility-stories-for-everyone/","사용자 이해·경험 3","하지만 초고령 사회로 진입하고 신기술에 유연하게 반응하지 못하는 디지털 소외 계층이 점점 늘어나고 있는 상황들을 살펴보았을 때, 오늘날 접근성은 소수를 위한 것이 아닌 우리 모두의 문제로 봐야 하며 모두를 유익하게 하는 것이 목적이라고 할 수 있습니다."
"720","사용자 이해·경험","신뢰","사용자 인터뷰, 화면·흐름 설계","글로벌, 커머스","","유저 인터뷰로 신뢰 판단 방식을 파악해 해외판 매너온도인 Karrot Score를 1000점 만점과 레벨 체계로 개선했다","해외 당근마켓에는 OOOO가 없다","당근","2022-08-23","https://careers.daangn.com/blog/post/당근마켓-매너온도-해외시장-진출-2/","사용자 이해·경험 3","정리한 유저 인터뷰 내용을 바탕으로 유저들의 신뢰 판단을 도울 수 있도록 Karrot Score 기능을 개선하기 시작했습니다."
"721","사용자 이해·경험","신뢰","사용자 인터뷰, 현장 관찰","글로벌, 커머스","","글로벌 유저 인터뷰로 매너온도가 체온으로 이해되지 않음을 알고 Karrot Score로 바꿨다","쿨한 사람? 따뜻한 사람? 매너온도 글로벌 수출기","당근","2022-08-16","https://careers.daangn.com/blog/post/당근마켓-매너온도-해외시장-진출-1/","사용자 이해·경험 3","이러한 피드백을 통해 글로벌 유저는 36.5도를 보았을 때 직관적으로 체온을 떠올리지 못한다는 걸 알게 되었어요."
"722","데이터·실험","전환","A/B 테스트, 회고","검색, 알림","","실험 없이 버튼 위치를 바꿨다가 지표가 떨어져, 실험으로 판단해야 할 때를 구별해야 함을 배웠다","직관만 믿고 덤볐다가 큰코다친 PM의 사연","당근","2022-08-11","https://careers.daangn.com/blog/post/당근-pm-채용-실험문화-데이터/","데이터·실험 3","이번 케이스는 직관보다는 데이터 기반 의사결정을 해야 했던 경우였는데요."
"724","제품·서비스 기획","성장","MVP, 사용자 인터뷰","로컬, 신규 출시","","당근알바를 MVP와 인접 지역 전략으로 작게 시작해 전국 서비스로 키웠다","당근에 새로운 깃발을 꽂으러, 당근알바 등장","당근","2022-08-01","https://careers.daangn.com/blog/post/당근알바-탄생배경/","제품·서비스 기획 3","구인구직 서비스로 시작한 당근알바는 그렇게 서울시 양천구와 인접해 있던 인천을 거쳐 2021년 10월 전국 서비스로 본격화할 수 있었답니다."
"735","데이터·실험","효율화","A/B 테스트, 실험 플랫폼","사내 업무","","실험의 물리적·심리적 장벽을 낮춰 중고거래팀이 1주 1실험으로 의사결정하게 됐다","1주 1개 실험하는 프로덕트 팀이 되는 여정","당근","2022-03-21","https://careers.daangn.com/blog/post/당근마켓-실험문화-데이터가치화팀/","데이터·실험 3","이때 실험을 통한다면 더 명확하게 가설을 확인하게 되고 의사결정도 단순 아이디어가 아닌 사실을 기반으로 할 수 있게 됐어요."
"736","협업·프로세스","성장","조직 설계, 사용자 인터뷰","채용, 로컬","","PM·디자이너·개발자가 한 팀으로 모여 고객 문제를 함께 정의하고 빠르게 의사결정하며 제품을 만든다.","여러 직군이 하나의 팀이 되어 함께 문제를 해결해요","당근","2022-02-24","https://careers.daangn.com/blog/post/당근-pm-인터뷰-2022-전직군채용/","협업·프로세스 3","하나의 팀 안에 PM, 디자이너, 개발자가 모여 제품 기획부터 실행까지 함께 할 수 있기 때문에 고객의 반응이나 시장 상황에 따라 빠른 의사결정을 내릴 수 있어요."
"738","협업·프로세스","사용성","조직 설계, 현장 관찰","채용, 글로벌","","디자이너들이 디자인 리뷰로 고민과 개선 결과를 공유하며 사용자 경험 중심의 제품 만들기를 함께 다듬는다.","사용자 경험을 최우선으로 제품을 만들어요","당근","2022-02-22","https://careers.daangn.com/blog/post/당근-프로덕트디자이너-인터뷰-2022-전직군채용/","협업·프로세스 3","각자 목적 조직에서 사용자 경험을 만들어가고 있지만, 디자인 리뷰를 통해 고민과 개선 결과를 공유하고 함께 배우고 있어요."
"740","제외","","","","","채용 캠페인에서 자주 받은 질문을 모아 프로덕트 디자이너 지원자에게 직무·문화·포트폴리오 팁을 안내한다.","프로덕트 디자이너 7문 7답","당근","2022-01-21","https://careers.daangn.com/blog/post/당근마켓-프로덕트-디자이너-지원팁-7문-7답/","제외 2, 협업·프로세스 1","2022년, 당근마켓 전 직군 채용 캠페인 RECRUIT 24 캠페인이 문을 열었어요."
"745","협업·프로세스","효율화","회고, 애자일","사내 업무","","앱개발파트는 데일리 스크럼과 배포 회고로 공유하며 일하는 문화를 만든다","올디브의 How To Work - prologue","올리브영","2021-09-09","https://oliveyoung.tech/2021-09-09/How-Alldev-Work/","협업·프로세스 3","올디브는 이렇게 데일리 스크럼과 회고를 통해 함께 공유하고 일하는 협업문화를 만들어가고 있습니다."
"754","제외","","","","","앱 개발 파트를 새로 꾸리며 코드 컨벤션·린트·MVVM 아키텍처·시멘틱 버저닝 같은 개발 규칙을 수립했다.","앱 개발파트의 업무프로세스 수립기","올리브영","2021-01-23","https://oliveyoung.tech/2021-01-23/App-Part-Work-Process-Establishment/","제외 3","내가 작성한 코드들이 컨벤션에 맞는지 나 대신 검사해줄 Lint를 적용할것입니다."
"757","제품·서비스 기획","신뢰","정책 설계, 운영 개선","커뮤니티, 로컬","","코로나19 마스크 폭리를 막기 위해 가격 개입 최소화 원칙을 깨고 판매가격 제한 정책을 도입했다","마스크 대란 사태 속 당근","당근","2020-02-26","https://careers.daangn.com/blog/post/마스크-대란-사태-당근마켓-가격제한/","제품·서비스 기획 3","심도 있는 논의 끝에 2월 24일, 폭리 방지를 위한 마스크 장당 판매가격 제한 공지를 올렸어요."
"758","협업·프로세스","효율화","디자인 시스템, 문서화","사내 업무","","백오피스 디자인을 컴포넌트 단위로 만들어 반복작업을 줄이고 디자이너·개발자 협업을 효율화했다","컴포넌트 디자인으로 재사용성 극대화하기","강남언니","2019-12-10","https://blog.gangnamunni.com/post/Maximize-reusability-with-component-design","협업·프로세스 3","이렇게 정리를 하고 나면 기획을 마무리하면 스케치를 열어서 직접 디자인하지 않아도 어떤 화면이 나올 지 바로 예상이 가능하고, 여러명의 디자이너가 다른 메뉴를 작업해도 일관된 디자인이 가능합니다."
"760","품질·위험 관리","성장","리스크 관리, 조직 설계","사내 업무","","회사를 망치는 방법을 토론하는 Kill the Company로 조직의 위험 요소를 전직원이 인식했다","우리 함께 회사를 없애보아요! Kill the Company!","강남언니","2019-10-04","https://blog.gangnamunni.com/post/Kill-the-Company","품질·위험 관리 3","그리고 향후 많은 부분에서 위의 위험성들을 고려하며 회사의 방향성을 정할 수 있었습니다."
"766","AI 활용","효율화","캠페인, 업무 자동화","커머스","후보:이미지 생성 AI","AI를 브랜딩 프로모션 제작 전반에 쓰며 디자이너의 역할이 제작에서 세계관 설계와 판단으로 옮겨갔다","브랜딩 프로모션을 하나의 ‘세계관’으로 설계한다는 것","오늘의집","","https://www.bucketplace.com/post/2026-05-11-%EB%B8%8C%EB%9E%9C%EB%94%A9-%ED%94%84%EB%A1%9C%EB%AA%A8%EC%85%98%EC%9D%84-%ED%95%98%EB%82%98%EC%9D%98-%E2%80%98%EC%84%B8%EA%B3%84%EA%B4%80%E2%80%99%EC%9C%BC%EB%A1%9C-%EC%84%A4%EA%B3%84%ED%95%9C%EB%8B%A4%EB%8A%94-%EA%B2%83/","AI 활용 3","결국 AI와의 협업은 손의 기술이 아닌 브랜드를 바라보는 감각과 정교한 판단력을 시험하는 과정이었습니다."
"767","AI 활용","효율화","바이브코딩, 사용성 테스트","사내 업무, 커머스","LLM, 에이전트","AI로 화면을 완성하기보다 병목 구간을 풀고 빠르게 검증하는 디자인 워크플로우가 효과적이었다","디자이너가 AI를 쓰는 법 : 더 빠르게 고민하고, 더 깊게 검증하기","오늘의집","","https://www.bucketplace.com/post/2026-05-06-%EB%94%94%EC%9E%90%EC%9D%B4%EB%84%88%EA%B0%80-ai%EB%A5%BC-%EC%93%B0%EB%8A%94-%EB%B2%95-%EB%8D%94-%EB%B9%A0%EB%A5%B4%EA%B2%8C-%EA%B3%A0%EB%AF%BC%ED%95%98%EA%B3%A0-%EB%8D%94-%EA%B9%8A%EA%B2%8C-%EA%B2%80%EC%A6%9D%ED%95%98%EA%B8%B0/","AI 활용 3","AI가 피그마에 완벽한 화면을 바로 그려주길 기대했지만, 진짜 효과적이었던 건 AI에게 모든 걸 맡기는 게 아니라, AI로 빠르게 검증하고 확정된 방향을 피그마에서 완성하는 흐름을 만든 것이었습니다."
"768","제외","","","","","카카오페이와 토스의 기술지원 담당자들이 처음 모인 TAM CONNECT 행사 후기와 다음 참가 안내다.","2025 TAM CONNECT: 카카오페이 x 토스, 기술지원의 미래를 함께 그리다 | 카카오페이 기술 블로그","카카오페이","","https://tech.kakaopay.com/post/tam-connect/","제외 2, 협업·프로세스 1","핀테크 기술지원에 몸담고 계신 분이라면 언제든 편하게 참석 요청이나 문의(kakaopay_tam@kakaopaycorp.com) 주시면 감사하겠습니다."
"772","AI 활용","수익화","데이터 분석, 지표 설계","사내 업무, 커머스","LLM, 에이전트","FP&A팀이 재무 데이터 레이크와 AI 에이전트로 재무 판단을 현업 의사결정에 빠르게 연결했다","재무의 빗장을 풀어 데이터의 호수로","오늘의집","","https://www.bucketplace.com/post/2026-05-08-%EC%9E%AC%EB%AC%B4%EC%9D%98-%EB%B9%97%EC%9E%A5%EC%9D%84-%ED%92%80%EC%96%B4-%EB%8D%B0%EC%9D%B4%ED%84%B0%EC%9D%98-%ED%98%B8%EC%88%98%EB%A1%9C/","AI 활용 3","오늘의집 FP&A(Financial Planning & Analysis)팀이 데이터 인프라를 구축하고 AI를 활용해 재무의 빗장을 푸는 방식을 소개합니다."
"774","AI 활용","효율화","조직 설계, 교육","사내 업무","LLM","프로덕트 디자인팀은 AI로 초안의 평균을 끌어올리고 디자이너는 최종 판단에 집중하도록 체계를 만들었다","누구나 60점을 만드는 시대에, 프로덕트 디자이너가 던져야 할 진짜 질문","오늘의집","","https://www.bucketplace.com/post/2026-06-12-%EB%88%84%EA%B5%AC%EB%82%98-60%EC%A0%90%EC%9D%84-%EB%A7%8C%EB%93%9C%EB%8A%94-%EC%8B%9C%EB%8C%80%EC%97%90-%ED%94%84%EB%A1%9C%EB%8D%95%ED%8A%B8-%EB%94%94%EC%9E%90%EC%9D%B4%EB%84%88%EA%B0%80-%EB%8D%98%EC%A0%B8%EC%95%BC-%ED%95%A0-%EC%A7%84%EC%A7%9C-%EC%A7%88%EB%AC%B8/","AI 활용 3","그래서 AI를 소수의 결과물을 더 뛰어나게 만드는 데 쓰기보다, 프로덕트 트랙 전체가 더 좋은 기준에서 시작할 수 있게 하는 데 쓰기로 했습니다."
"775","AI 활용","효율화","업무 자동화, AI 평가","커머스","LLM, 후보:이미지 생성 AI","디자이너의 감각을 규칙으로 만든 AI 이미지 봇으로 200여 종 카테고리 아이콘을 2주 만에 만들었다","디자이너의 ‘감각’이 AI를 만나 ‘시스템’이 될 때","오늘의집","","https://www.bucketplace.com/post/2026-04-24-%EB%94%94%EC%9E%90%EC%9D%B4%EB%84%88%EC%9D%98-%E2%80%98%EA%B0%90%EA%B0%81%E2%80%99%EC%9D%B4-ai%EB%A5%BC-%EB%A7%8C%EB%82%98-%E2%80%98%EC%8B%9C%EC%8A%A4%ED%85%9C%E2%80%99%EC%9D%B4-%EB%90%A0-%EB%95%8C/","AI 활용 3","이러한 정교화 과정을 거쳐 완성된 이미지 봇으로 균일한 이미지를 생성할 수 있게 됐고, 200여 종이 넘는 카테고리 아이콘을 약 2주 만에 만들 수 있었습니다."
"776","AI 활용","사용성","가설 검증, 사용성 테스트","검색, 콘텐츠","LLM","PO·PD·DA가 AI 코딩으로 엔지니어 없이 동작하는 프로토타입을 만들어 2주 만에 가설을 검증했다","디자이너는 어떻게 단 2주 만에 AI로 가설을 증명해 냈을까?","오늘의집","","https://www.bucketplace.com/post/2026-04-23-%EB%94%94%EC%9E%90%EC%9D%B4%EB%84%88%EB%8A%94-%EC%96%B4%EB%96%BB%EA%B2%8C-%EB%8B%A8-2%EC%A3%BC-%EB%A7%8C%EC%97%90-ai%EB%A1%9C-%EA%B0%80%EC%84%A4%EC%9D%84-%EC%A6%9D%EB%AA%85%ED%95%B4-%EB%83%88%EC%9D%84%EA%B9%8C/","AI 활용 3","이번 PoC를 통해 디자이너가 아이디어 검증의 전 과정을 직접 완주할 수 있다는 확신을 얻었습니다."
"777","AI 활용","효율화","문서화, 업무 자동화","사내 업무, 검색","RAG, 에이전트","흩어진 리서치 인사이트를 그래프로 구조화해 누구나 슬랙에서 묻고 근거 있는 답을 받는 Ureka를 만들었다","Ureka 제작기 : 인사이트는 어떻게 조직의 자산이 될까","오늘의집","","https://www.bucketplace.com/post/2026-07-08-ureka-%EC%A0%9C%EC%9E%91%EA%B8%B0-%EC%9D%B8%EC%82%AC%EC%9D%B4%ED%8A%B8%EB%8A%94-%EC%96%B4%EB%96%BB%EA%B2%8C-%EC%A1%B0%EC%A7%81%EC%9D%98-%EC%9E%90%EC%82%B0%EC%9D%B4-%EB%90%A0%EA%B9%8C/","AI 활용 3","리포트를 더 잘 쌓는 게 아니라 조직이 함께 꺼내 쓸 수 있는 구조로 만들기로 했습니다."
"778","AI 활용","효율화","업무 자동화, 디자인 시스템","사내 업무, 물류·배송","LLM, 에이전트","PRD만 넣으면 어드민 화면이 생성되는 AI 디자인 자동화로 작업 기간을 20일에서 5일로 줄였다","반복되는 어드민 디자인, PRD로 어디까지 자동화할 수 있을까?","오늘의집","","https://www.bucketplace.com/post/2026-05-29-%EB%B0%98%EB%B3%B5%EB%90%98%EB%8A%94-%EC%96%B4%EB%93%9C%EB%AF%BC-%EB%94%94%EC%9E%90%EC%9D%B8-prd%EB%A1%9C-%EC%96%B4%EB%94%94%EA%B9%8C%EC%A7%80-%EC%9E%90%EB%8F%99%ED%99%94%ED%95%A0-%EC%88%98-%EC%9E%88%EC%9D%84%EA%B9%8C/","AI 활용 3","디자인 자동화 시스템으로 9개 신규 페이지의 디자인 작업 기간은 예상했던 20일에서 5일로 단축됐습니다."
